time,method,mass,conservation_error,l2_vs_cn,linf_vs_cn,min_c,max_c,tv,tv_ratio,overshoot_rel,negative_depth_rel,extrema_count
0.0,CN,0.25066267990416874,0.0,0.0,0.0,3.7266531720786777e-06,1.0,1.9999923558199433,1.0,0.0,0.0,1
0.005,CN,0.2506626776273382,9.083245093742519e-09,0.0,0.0,5.901269297952077e-06,0.9950249388414542,1.9900383056370732,0.9950229558858543,0.0,0.0,3
0.01,CN,0.25066267670169184,1.2776041874305796e-08,0.0,0.0,6.9330965212788095e-06,0.9901476677832384,1.9802812864333483,0.9901444276378176,0.0,0.0,1
0.015,CN,0.2506626750384896,1.941126273459701e-08,0.0,0.0,8.488056548701313e-06,0.9853175096211142,1.9706181230173963,0.9853128274630308,0.0,0.0,2
0.02,CN,0.25066267384130136,2.418735560128014e-08,0.0,0.0,9.785226890939315e-06,0.9805809241580783,1.961142078402635,0.9805747870464331,0.0,0.0,1
0.025,CN,0.2506626721119161,3.1086608600489344e-08,0.0,0.0,1.1349787294942228e-05,0.9758887683868516,1.9517548656826273,0.9758811627469747,0.0,0.0,2
0.03,CN,0.2506626706177476,3.70474820408894e-08,0.0,0.0,1.2992692601875945e-05,0.9712862324272031,1.9425462803366615,0.9712768524759035,0.0,0.0,3
0.035,CN,0.2506626686766053,4.47915239668555e-08,0.0,0.0,1.4667183448163848e-05,0.9667256299650028,1.9334218927877775,0.9667146412642794,0.0,0.0,2
0.04,CN,0.2506626668455569,5.209635460496549e-08,0.0,0.0,1.656016948964068e-05,0.9622509375624745,1.9244684749248462,0.9622379152223638,0.0,0.0,2
0.045,CN,0.25066266460670883,6.10280713338003e-08,0.0,0.0,1.853234242587828e-05,0.9578158535570488,1.9155945350447372,0.9578009283237459,0.0,0.0,2
0.05,CN,0.2506626623901598,6.987082788718506e-08,0.0,0.0,2.0698331025733348e-05,0.9534631937112269,1.9068846447756957,0.9534459665441691,0.0,0.0,2
0.055,CN,0.25066265978082397,8.028057777089675e-08,0.0,0.0,2.3027269328691475e-05,0.9491479739435708,1.89824969473985,0.949128475024405,0.0,0.0,2
0.06,CN,0.2506626571228443,9.088438871998536e-08,0.0,0.0,2.5525106792621835e-05,0.9449118988583801,1.8897723150062347,0.9448897689568811,0.0,0.0,2
