time,method,mass,conservation_error,l2_vs_cn,linf_vs_cn,min_c,max_c,tv,tv_ratio,overshoot_rel,negative_depth_rel,extrema_count
0.0,CN,0.2506626799518937,0.0,0.0,0.0,3.8209460841580225e-06,0.9999875000781246,1.9999673582640811,1.0,0.0,0.0,1
0.005,CN,0.2506626776833454,9.050203620640938e-09,0.0,0.0,5.752827265518391e-06,0.9950341056459174,1.9900566064674756,0.9950445432243415,0.0,0.0,3
0.01,CN,0.25066267676525383,1.2712861130753159e-08,0.0,0.0,6.585653004560036e-06,0.990147533927599,1.9802810526806058,0.9901566865568434,0.0,0.0,1
0.015,CN,0.25066267511754914,1.9286255683238077e-08,0.0,0.0,7.950372104300707e-06,0.9853262789130213,1.9706356367989764,0.9853338999039645,0.0,0.0,3
0.02,CN,0.2506626739402073,2.3983172812507493e-08,0.0,0.0,8.92468297904422e-06,0.9805688851449995,1.9611181050195094,0.9805750563457737,0.0,0.0,1
0.025,CN,0.25066267224079664,3.076284447352161e-08,0.0,0.0,1.0309336841213434e-05,0.9758971678716645,1.9517715596631322,0.9759017073944739,0.0,0.0,3
0.03,CN,0.25066267078494114,3.6570870989459144e-08,0.0,0.0,1.1443356627229775e-05,0.9712858676901407,1.9425457595745081,0.9712887320624005,0.0,0.0,1
0.035,CN,0.250662668895592,4.4108287895558845e-08,0.0,0.0,1.2931026402214743e-05,0.966733678531958,1.933437874898257,0.9667347153987703,0.0,0.0,2
0.04,CN,0.2506626671291954,5.115519507937767e-08,0.0,0.0,1.4266942408622785e-05,0.9622393392908478,1.924445391281838,0.9622384002067943,0.0,0.0,1
0.045,CN,0.25066266497287865,5.975765930218534e-08,0.0,0.0,1.5909733942095317e-05,0.9578235776354916,1.9156098356982325,0.9578205503118468,0.0,0.0,2
0.05,CN,0.25066266285707817,6.819848695019915e-08,0.0,0.0,1.746604642548231e-05,0.9534626395957542,1.9068834476544294,0.9534572850776695,0.0,0.0,1
0.055,CN,0.2506626603718588,7.811308358704928e-08,0.0,0.0,1.9300889814587757e-05,0.949155386832928,1.8982642789456878,0.9491476303859935,0.0,0.0,2
0.06,CN,0.25066265786258113,8.812365905450809e-08,0.0,0.0,2.109707166805478e-05,0.9449007210465906,1.889749694028462,0.9448902684435384,0.0,0.0,2
0.065,CN,0.25066265499034324,9.958223714248763e-08,0.0,0.0,2.3154787794496425e-05,0.9407183660441129,1.881379519719737,0.9407051129838062,0.0,0.0,2
0.07,CN,0.2506626520389227,1.1135670852756147e-07,0.0,0.0,2.5211769804348047e-05,0.936585926346733,1.873108551525057,0.9365695613906747,0.0,0.0,2
0.075,CN,0.250662648721424,1.2459162114121613e-07,0.0,0.0,2.7520565406296287e-05,0.9325024052032761,1.8649351249132897,0.9324827813849943,0.0,0.0,2
0.08,CN,0.2506626452748957,1.3834128798895733e-07,0.0,0.0,2.9860396232637286e-05,0.9284668415376175,1.856856960490025,0.9284436332509586,0.0,0.0,2
0.085,CN,0.2506626414520855,1.5359210306942684e-07,0.0,0.0,3.2447308399458135e-05,0.9244980307678122,1.8489119230408597,0.9244710496903642,0.0,0.0,2
0.09,CN,0.2506626374533546,1.6954474070468452e-07,0.0,0.0,3.509292849321618e-05,0.9205748085658392,1.841057374359921,0.9205437112523227,0.0,0.0,2
0.095,CN,0.25066263306256986,1.8706144776550342e-07,0.0,0.0,3.7984483588783466e-05,0.9166962983946007,1.8332917881184723,0.9166608547600102,0.0,0.0,2
0.1,CN,0.25066262845053683,2.0546080834898904e-07,0.0,0.0,4.095955254706771e-05,0.9128616555058174,1.8256132055359011,0.9128215008071358,0.0,0.0,2
0.105,CN,0.2506626234261014,2.2550541739983543e-07,0.0,0.0,4.418207639229746e-05,0.9090888150802887,1.818057683281629,0.909043678022653,0.0,0.0,2
0.11,CN,0.2506626181357734,2.4661078501983883e-07,0.0,0.0,4.751082799018603e-05,0.9053577329348457,1.8105848976839392,0.9053072242416391,0.0,0.0,2
0.115,CN,0.2506626124088056,2.694580943599742e-07,0.0,0.0,5.109058403064538e-05,0.9016676351514776,1.8031934525425848,0.9016114413525774,0.0,0.0,2
0.12,CN,0.2506626063714105,2.9354383015848827e-07,0.0,0.0,5.479769695837407e-05,0.8980177761246808,1.7958816500367794,0.8979554804312192,0.0,0.0,2
0.125,CN,0.25066259986975264,3.19481707627888e-07,0.0,0.0,5.876093280108491e-05,0.8944252924521893,1.7886838852139468,0.8943565392819597,0.0,0.0,2
0.13,CN,0.25066259301286253,3.4683675750040175e-07,0.0,0.0,6.287141124859616e-05,0.8908711628028496,1.7815619361071908,0.8907955066094376,0.0,0.0,2
0.135,CN,0.2506625856610879,3.7616611213318433e-07,0.0,0.0,6.724435365221683e-05,0.8873547013002293,1.7745145180574249,0.8872717400736263,0.0,0.0,2
0.14,CN,0.25066257790875524,4.0709346305031687e-07,0.0,0.0,7.178341481845513e-05,0.8838752472593656,1.7675402040005088,0.8837845261308099,0.0,0.0,2
0.145,CN,0.25066256962822897,4.401280028001484e-07,0.0,0.0,7.659223469143088e-05,0.8804491945771475,1.7606717620539647,0.8803502491071561,0.0,0.0,2
0.15,CN,0.2506625609011378,4.7494407977865067e-07,0.0,0.0,8.158520178732682e-05,0.8770584590720241,1.7538729735258853,0.876950799361146,0.0,0.0,2
0.155,CN,0.25066255161011775,5.120099089088588e-07,0.0,0.0,8.68559615495441e-05,0.8737024307591303,1.74714258232899,0.8735855488388888,0.0,0.0,2
0.16,CN,0.2506625418257484,5.510439181684226e-07,0.0,0.0,9.232816164870592e-05,0.8703805220342126,1.7404793706488129,0.8702538886232138,0.0,0.0,2
0.165,CN,0.2506625314395159,5.924790152764739e-07,0.0,0.0,9.808675244038453e-05,0.8671084348427242,1.7339146989078715,0.8669714991812985,0.0,0.0,2
0.17,CN,0.25066252051232407,6.360722291531965e-07,0.0,0.0,0.00010406341894989009,0.863868946308309,1.7274140824648803,0.8637211379110857,0.0,0.0,2
0.17500000000000002,CN,0.25066250894333986,6.822258257607187e-07,0.0,0.0,0.00011033549244156171,0.8606615121540446,1.7209763835767276,0.8605022359317352,0.0,0.0,2
0.18,CN,0.2506624967849488,7.307308169067812e-07,0.0,0.0,0.00011684167218416983,0.8574856079452022,1.7146005169333818,0.8573142505793744,0.0,0.0,2
0.185,CN,0.25066248394302787,7.81962699203804e-07,0.0,0.0,0.00012365257013201875,0.8543562898543077,1.70831654126782,0.854172211465788,0.0,0.0,2
0.19,CN,0.2506624704624308,8.357425322672938e-07,0.0,0.0,0.00013071303513772356,0.8512571288994593,1.70209156365959,0.851059671862325,0.0,0.0,2
0.195,CN,0.2506624562549341,8.924222768621302e-07,0.0,0.0,0.00013808771883369223,0.8481876379311405,1.695924552814593,0.8479761161135203,0.0,0.0,2
0.2,CN,0.25066244135870797,9.518496560968042e-07,0.0,0.0,0.00014572688298041762,0.845147347344237,1.6898145353246392,0.8449210575073354,0.0,0.0,2
0.20500000000000002,CN,0.2506624256907473,1.0143558123946549e-06,0.0,0.0,0.00015368986410362818,0.8421507096397743,1.6837903566514725,0.8419089190100373,0.0,0.0,2
0.21,CN,0.25066240928327377,1.0798122000373017e-06,0.0,0.0,0.00016193170475110603,0.8391820295739477,1.6778205923305682,0.8389239881329225,0.0,0.0,2
0.215,CN,0.250662392057926,1.148531435635442e-06,0.0,0.0,0.00017050697869397207,0.8362408698589993,1.6719043063797112,0.835965796877245,0.0,0.0,2
0.22,CN,0.25066237404162056,1.22040613772898e-06,0.0,0.0,0.00017937496343747647,0.8333268086672786,1.6660406209978513,0.8330339063353167,0.0,0.0,2
0.225,CN,0.2506623551601519,1.295732343728125e-06,0.0,0.0,0.0001885859458763421,0.8304537332867185,1.6602572480410895,0.8301421726613324,0.0,0.0,2
0.23,CN,0.25066233543569694,1.3744215804426688e-06,0.0,0.0,0.00019810296451764522,0.8276066283270015,1.654524188482438,0.827275596096989,0.0,0.0,2
0.23500000000000001,CN,0.25066231479779116,1.4567549608133925e-06,0.0,0.0,0.00020797243177736986,0.82478510018113,1.6488405380626943,0.824433724505306,0.0,0.0,2
0.24,CN,0.2506622932643736,1.5426609183863408e-06,0.0,0.0,0.00021816073357508304,0.8219887688081118,1.6432054907886327,0.8216161548830935,0.0,0.0,2
0.245,CN,0.2506622707683664,1.6324070554180759e-06,0.0,0.0,0.00022871076717185339,0.8192309914800283,1.6376457084777356,0.818836218356668,0.0,0.0,2
0.25,CN,0.25066224732391684,1.7259369321148441e-06,0.0,0.0,0.00023959190339601318,0.8164973842234189,1.6321323762895636,0.8160795072706644,0.0,0.0,2
0.255,CN,0.2506622228670311,1.823505847214273e-06,0.0,0.0,0.0002508438390155941,0.8137875918306091,1.626664731657397,0.8133456403354998,0.0,0.0,2
0.26,CN,0.2506621974084643,1.925070893974044e-06,0.0,0.0,0.0002624386107943314,0.8111012709358197,1.621242039583625,0.8106342500463709,0.0,0.0,2
0.265,CN,0.2506621708870468,2.0308761040343383e-06,0.0,0.0,0.00027441299186313847,0.8084512810676703,1.6158899675583678,0.807958170357799,0.0,0.0,2
0.27,CN,0.25066214331050096,2.140890669544965e-06,0.0,0.0,0.000286741403274041,0.8058238259864257,1.6105808736832201,0.805303580095008,0.0,0.0,2
0.275,CN,0.2506621146202584,2.255348244865227e-06,0.0,0.0,0.0002994579392006977,0.8032185843521189,1.60531406430575,0.8026701324261213,0.0,0.0,2
0.28,CN,0.25066208482133356,2.3742288250672865e-06,0.0,0.0,0.00031253915552696893,0.8006352450950345,1.6000888669295108,0.8000574910974275,0.0,0.0,2
0.28500000000000003,CN,0.2506620538575665,2.4977564561302953e-06,0.0,0.0,0.00032601668462767887,0.7980861996443914,1.5949300140484362,0.7974780225577248,0.0,0.0,2
0.29,CN,0.250662021731558,2.6259207625450368e-06,0.0,0.0,0.00033986899566988595,0.7955581999759794,1.5898109585267006,0.7949184530224607,0.0,0.0,2
0.295,CN,0.2506619883893916,2.7589368398609915e-06,0.0,0.0,0.0003541254527387297,0.7930509547139475,1.5847310678732844,0.7923784662409636,0.0,0.0,2
0.3,CN,0.25066195383152146,2.8968028761122164e-06,0.0,0.0,0.00036876624104713383,0.7905641813181646,1.579689725389187,0.789857753858701,0.0,0.0,2
0.305,CN,0.2506619180061317,3.039725587114712e-06,0.0,0.0,0.00038381862948993085,0.788109830396198,1.5747107831967084,0.7873682421314695,0.0,0.0,2
0.31,CN,0.25066188091177377,3.1877107515826474e-06,0.0,0.0,0.0003992643433601314,0.785675166284683,1.5697687769548085,0.7848971986809457,0.0,0.0,2
0.315,CN,0.25066184249860857,3.340957199006038e-06,0.0,0.0,0.000415128711776087,0.7832599241967314,1.5648631711595735,0.7824443557508026,0.0,0.0,2
0.32,CN,0.2506618027635076,3.4994774102913426e-06,0.0,0.0,0.00043139484283194316,0.7808638468702183,1.559993307851832,0.7800093843560852,0.0,0.0,2
0.325,CN,0.2506617616585018,3.663462754244065e-06,0.0,0.0,0.00044808626589964084,0.7784984692342619,1.555182214448857,0.7776037983933468,0.0,0.0,2
0.33,CN,0.25066171917898644,3.832931601213624e-06,0.0,0.0,0.00046518733107203853,0.7761515353661564,1.5504053230066213,0.7752153136900855,0.0,0.0,2
0.335,CN,0.2506616752787696,4.008068230483922e-06,0.0,0.0,0.0004827198945743721,0.7738228041393316,1.5456621089246614,0.7728436679417885,0.0,0.0,2
0.34,CN,0.2506616299519572,4.188896155978199e-06,0.0,0.0,0.0005006694222721845,0.7715120407527133,1.540952047295705,0.770488598690536,0.0,0.0,2
0.34500000000000003,CN,0.25066158315405407,4.375592887686419e-06,0.0,0.0,0.0005190562120777455,0.7692303876710638,1.5362973808808507,0.7681612274983909,0.0,0.0,2
0.35000000000000003,CN,0.25066153487804843,4.568186398801712e-06,0.0,0.0,0.000537866732338051,0.7669660389577961,1.5316744433908722,0.7658497210276097,0.0,0.0,2
0.355,CN,0.2506614850810711,4.7668477125999815e-06,0.0,0.0,0.0005571198271436486,0.7647187745968917,1.5270827528901911,0.7635538383064705,0.0,0.0,2
0.36,CN,0.25066143375515043,4.971608631497424e-06,0.0,0.0,0.0005768028655416804,0.7624883797996863,1.522521826361443,0.7612733378223492,0.0,0.0,2
0.365,CN,0.25066138085898204,5.182633936102137e-06,0.0,0.0,0.0005969333331714026,0.7602856260340167,1.518013165187265,0.7590189704420278,0.0,0.0,2
0.37,CN,0.25066132638377914,5.399958680713465e-06,0.0,0.0,0.0006174994082666037,0.7580991301421303,1.5135339506671237,0.7567793266290262,0.0,0.0,2
0.375,CN,0.25066127028974844,5.62374161764264e-06,0.0,0.0,0.0006385173053167425,0.755928690991533,1.5090837394178367,0.7545541846881348,0.0,0.0,2
0.38,CN,0.2506612125674212,5.8540205217954135e-06,0.0,0.0,0.0006599759294093196,0.7537741116706628,1.504662086357891,0.7523433220749652,0.0,0.0,2
0.385,CN,0.2506611531784679,6.090948305868015e-06,0.0,0.0,0.0006818903040250474,0.751645812533487,1.500289905444182,0.7501571959386347,0.0,0.0,2
0.39,CN,0.2506610921128605,6.33456497595134e-06,0.0,0.0,0.0007042499869974771,0.7495328082651521,1.4959452320559592,0.7479848237895244,0.0,0.0,2
0.395,CN,0.250661029333691,6.585017773655838e-06,0.0,0.0,0.0007270688845660471,0.7474349146655906,1.4916275054163242,0.7458259252346086,0.0,0.0,2
0.4,CN,0.25066096483048517,6.842348485369912e-06,0.0,0.0,0.0007503371405856565,0.7453519508325928,1.487336316882137,0.7436802959489827,0.0,0.0,2
0.405,CN,0.25066089856771906,7.106698831102096e-06,0.0,0.0,0.0007740676121318109,0.7432940044495789,1.4830918015628032,0.7415580036516635,0.0,0.0,2
0.41000000000000003,CN,0.2506608305345759,7.378111963634082e-06,0.0,0.0,0.0007982509689937922,0.7412504651399914,1.478872693159719,0.7394484150198039,0.0,0.0,2
0.41500000000000004,CN,0.2506607606968822,7.656724215354325e-06,0.0,0.0,0.0008228990820655258,0.7392211639218202,1.474678614213734,0.7373513413207484,0.0,0.0,2
0.42,CN,0.25066068904357397,7.942579725416592e-06,0.0,0.0,0.0008480030929601906,0.7372059345439562,1.4705091880026986,0.735266594190348,0.0,0.0,2
0.425,CN,0.25066061554179797,8.23580955928364e-06,0.0,0.0,0.0008735739447970352,0.7352145483113749,1.4663839184835523,0.7332039257662359,0.0,0.0,2
0.43,CN,0.2506605401803301,8.536458494571452e-06,0.0,0.0,0.0008996032022906332,0.7332367495436203,1.4622822514305924,0.7311530587678265,0.0,0.0,2
0.435,CN,0.25066046292761024,8.844652438331306e-06,0.0,0.0,0.0009261009350717154,0.7312723826860003,1.4582038379969045,0.7291138187688158,0.0,0.0,2
0.44,CN,0.25066038377233435,9.160436486856643e-06,0.0,0.0,0.0009530590870966208,0.7293212949070061,1.4541483310366465,0.7270860321934498,0.0,0.0,2
0.445,CN,0.25066030268420947,9.483931491765041e-06,0.0,0.0,0.0009804869050718142,0.7273929564412995,1.4501346342641392,0.7250791510531541,0.0,0.0,2
0.45,CN,0.25066021965192553,9.815182573710273e-06,0.0,0.0,0.0010083766727289577,0.7254774474895037,1.4461428680038226,0.7230832353479191,0.0,0.0,2
0.455,CN,0.2506601346464331,1.0154305623217148e-05,0.0,0.0,0.0010367368610432952,0.7235746243798806,1.4421730054675808,0.7210982716834683,0.0,0.0,2
